20.8,0.0
21.29,0.0
21.29,0.0
21.29,0.0
20.8,0.000997
21.29,0.000997
20.8,0.000997
20.8,0.000997
21.29,0.001995
21.29,0.001995
21.29,0.001995
21.29,0.002992
21.29,0.002992
20.8,0.002992
21.29,0.002992
20.8,0.003989
21.29,0.003989
21.29,0.003989
21.29,0.003989
21.29,0.003989
21.29,0.003989
21.29,0.004986
21.29,0.004986
20.8,0.004986
21.29,0.004986
20.8,0.004986
21.29,0.005983
21.29,0.005983
21.29,0.005983
21.29,0.005983
21.29,0.005983
21.29,0.005983
21.29,0.00698
21.29,0.00698
21.29,0.00698
21.29,0.00698
21.29,0.00698
21.29,0.007978
21.29,0.007978
21.29,0.007978
21.29,0.007978
21.29,0.007978
21.29,0.007978
21.29,0.008975
21.29,0.008975
21.29,0.008975
21.29,0.008975
21.29,0.008975
21.29,0.009973
21.29,0.009973
21.29,0.009973
20.8,0.009973
21.29,0.009973
21.29,0.009973
21.29,0.010969
21.29,0.010969
20.8,0.010969
21.29,0.010969
20.8,0.010969
21.29,0.011966
21.29,0.011966
21.29,0.011966
21.29,0.011966
20.8,0.011966
21.29,0.012964
21.29,0.012964
21.29,0.012964
21.29,0.012964
20.8,0.012964
21.29,0.012964
21.29,0.013962
20.8,0.013962
21.29,0.013962
21.29,0.013962
21.29,0.013962
21.29,0.01496
21.29,0.01496
21.29,0.01496
21.29,0.01496
20.8,0.01496
21.29,0.015957
21.29,0.015957
21.29,0.015957
21.29,0.015957
21.29,0.015957
21.29,0.016954
21.29,0.016954
20.8,0.016954
20.8,0.016954
21.29,0.016954
21.29,0.017951
21.29,0.017951
21.29,0.017951
21.29,0.017951
21.29,0.017951
21.29,0.018949
20.8,0.018949
21.29,0.018949
20.8,0.018949
21.29,0.018949
20.8,0.019943
21.29,0.019943
21.29,0.019943
21.29,0.019943
20.8,0.019943
21.29,0.020941
21.29,0.020941
21.29,0.020941
20.8,0.020941
21.29,0.020941
21.29,0.020941
21.29,0.021938
21.29,0.021938
21.29,0.021938
21.29,0.021938
21.29,0.021938
20.8,0.021938
20.8,0.022935
20.8,0.022935
20.8,0.022935
20.8,0.022935
20.8,0.022935
20.8,0.022935
20.8,0.023932
21.29,0.023932
20.8,0.023932
21.29,0.023932
20.8,0.023932
21.29,0.023932
20.8,0.02493
20.8,0.02493
20.8,0.02493
21.29,0.02493
20.8,0.02493
21.29,0.02493
20.8,0.025927
21.29,0.025927
20.8,0.025927
20.8,0.025927
20.8,0.025927
21.29,0.025927
20.8,0.026925
21.29,0.026925
21.29,0.026925
21.29,0.026925
20.8,0.026925
20.8,0.026925
21.29,0.027922
20.8,0.027922
21.29,0.027922
20.8,0.027922
