21.29,0.027922
20.8,0.027922
20.8,0.028919
20.8,0.028919
20.8,0.028919
20.8,0.028919
21.29,0.028919
20.8,0.028919
21.29,0.028919
20.8,0.029917
20.8,0.029917
20.8,0.029917
20.8,0.029917
20.8,0.029917
21.29,0.029917
20.8,0.030914
20.8,0.030914
21.29,0.030914
20.8,0.030914
20.8,0.030914
21.29,0.030914
20.8,0.031911
21.29,0.031911
21.29,0.031911
20.8,0.031911
21.29,0.031911
20.8,0.032909
21.29,0.032909
20.8,0.032909
20.8,0.032909
21.29,0.032909
21.29,0.032909
21.29,0.032909
20.8,0.033906
20.8,0.033906
21.29,0.033906
21.29,0.033906
20.8,0.033906
21.29,0.033906
21.29,0.034903
21.29,0.034903
20.8,0.034903
21.29,0.034903
20.8,0.034903
20.8,0.082776
20.8,0.185503
21.29,0.28424
21.29,0.386008
20.8,0.484703
20.8,0.58643
21.29,0.689285
20.8,0.786941
20.8,0.889483
20.8,0.988339
21.29,1.090064
20.8,1.188874
21.29,1.291449
20.8,1.389217
20.8,1.49191
21.29,1.589635
21.29,1.692364
21.29,1.791102
21.29,1.892833
21.29,1.991599
21.29,2.093602
21.29,2.191838
20.8,2.294455
21.29,2.397152
21.29,2.494941
21.29,2.59762
21.29,2.696356
21.29,2.798136
21.29,2.896876
21.29,2.999076
20.8,3.097576
21.29,3.200213
20.8,3.297988
21.29,3.400673
21.29,3.498518
20.8,3.601296
21.29,3.699981
21.29,3.801709
20.8,3.900449
20.8,4.002174
20.8,4.104975
21.29,4.203678
20.8,4.305405
21.29,4.403665
21.29,4.505953
21.29,4.604205
21.29,4.706368
20.8,4.805102
21.29,4.907822
21.29,5.005925
20.8,5.108484
20.8,5.206561
21.29,5.308729
20.8,5.407758
20.8,5.509135
20.8,5.611998
20.8,5.710607
21.29,5.812338
21.29,5.911162

21.29,0.100759
21.29,0.100759
21.29,0.100759
21.29,0.100759
21.29,0.100759
21.29,0.101754
21.29,0.101754
21.29,0.101754
21.29,0.101754
21.29,0.101754
21.29,0.101754
21.29,0.102719
21.29,0.102719
21.29,0.102719
21.29,0.102719
21.29,0.103723
21.29,0.103723
21.29,0.103723
21.29,0.103723
21.29,0.103723
21.29,0.104714
21.29,0.104714
21.29,0.104714
21.29,0.104714
21.29,0.104714
21.29,0.105712
21.29,0.105712
21.29,0.105712
21.29,0.105712
21.29,0.105712
21.29,0.105712
21.29,0.106708
21.29,0.106708
21.29,0.106708
21.29,0.106708
21.29,0.106708
21.29,0.106708
21.29,0.107706
21.29,0.107706
21.29,0.107706
21.29,0.107706
21.29,0.107706
21.29,0.107706
21.29,0.108733
21.29,0.108733
21.29,0.108733
21.29,0.108733
21.29,0.108733
21.29,0.108733
21.29,0.109728
21.29,0.109728
21.29,0.109728
21.29,0.109728
21.29,0.109728
21.29,0.109728
21.29,0.110734
21.29,0.110734
21.29,0.110734
21.29,0.110734
21.29,0.110734
21.29,0.110734
21.29,0.110734
21.29,0.111728
21.29,0.111728
21.29,0.111728
21.29,0.111728
21.29,0.111728
21.29,0.111728
21.29,0.11272
21.29,0.11272
21.29,0.11272
21.29,0.11272
21.29,0.11272
21.29,0.11272
21.29,0.11272
21.29,0.113722
21.29,0.113722
21.29,0.113722
21.29,0.113722
21.29,0.113722
21.29,0.113722
21.29,0.11472
21.29,0.11472
21.29,0.11472
21.29,0.11472
21.29,0.115685
21.29,0.115685
21.29,0.115685
21.29,0.115685
21.29,0.115685
21.29,0.116683
21.29,0.116683
21.29,0.116683
21.29,0.116683
21.29,0.116683
21.29,0.116683
21.29,0.117679
21.29,0.117679
21.29,0.117679
21.29,0.117679
21.29,0.117679
21.29,0.117679
21.29,0.117679
21.29,0.118677
21.29,0.118677
21.29,0.118677
21.29,0.118677
21.29,0.118677
21.29,0.118677
21.29,0.119699
21.29,0.119699
21.29,0.119699
21.29,0.119699
21.29,0.119699
21.29,0.119699
21.29,0.120696
21.29,0.120696
21.29,0.120696
21.29,0.120696
21.29,0.120696
21.29,0.120696
21.29,0.121668
21.29,0.121668
21.29,0.121668
21.29,0.121668
21.29,0.121668
21.29,0.121668
21.29,0.121668
21.29,0.122687
21.29,0.122687
21.29,0.122687
21.29,0.122687
21.29,0.122687
21.29,0.122687
21.29,0.123666
21.29,0.123666
21.29,0.123666
21.29,0.123666
21.29,0.123666
21.29,0.123666
21.29,0.123666
21.29,0.124661
21.29,0.124661
21.29,0.124661
21.29,0.124661
21.29,0.124661
21.29,0.124661
21.29,0.125678
21.29,0.125678
21.29,0.125678
21.29,0.125678
21.29,0.125678
21.29,0.125678
21.29,0.126655
21.29,0.126655
21.29,0.126655
21.29,0.126655
21.29,0.126655
21.29,0.184575
21.29,0.287434
21.29,0.38604
21.29,0.487803
21.29,0.586504
21.29,0.688356
21.29,0.787108
21.29,0.888934
21.29,0.991783
21.29,1.089829
21.29,1.191919
21.29,1.290733
21.29,1.392713
21.29,1.491073
21.29,1.593953
21.29,1.692789
21.29,1.794915
21.29,1.893176
21.29,1.995285
21.29,2.093906
21.29,2.195634
21.29,2.294001
21.29,2.396916
21.29,2.49526
21.29,2.596989
21.29,2.699714
21.29,2.797741
21.29,2.900448
21.29,2.998185
21.29,3.101007
21.29,3.199706
21.29,3.30143
21.29,3.400289
21.29,3.502935
21.29,3.600639
21.29,3.703406
21.29,3.802184
21.29,3.903951
21.29,4.002217
21.29,4.104901
21.29,4.202637
21.29,4.305652
21.29,4.407902
21.29,4.505699
21.29,4.608534
21.29,4.706269
21.29,4.809109
21.29,4.907729
21.29,5.009459
21.29,5.108199
21.29,5.210079
21.29,5.309206
21.29,5.410986
21.29,5.509901
21.29,5.611798
21.29,5.710533
21.29,5.812855
21.29,5.914583
